,Symbol,Company Name
1258,USASEEDS,Upsurge Seeds Of Agriculture Limited
1259,KERNEX,Kernex Microsystems (India) Limited
1260,RANASUG,Rana Sugars Limited
1261,CUPID,Cupid Limited
1262,BGRENERGY,BGR Energy Systems Limited
1263,GENUSPAPER,Genus Paper & Boards Limited
1264,GSS,GSS Infotech Limited
1265,PENINLAND,Peninsula Land Limited
1266,JYOTISTRUC,Jyoti Structures Limited
1267,ADVANIHOTR,Advani Hotels & Resorts (India) Limited
1268,KAYA,Kaya Limited
1269,KOTHARIPET,Kothari Petrochemicals Limited
1270,LIBERTSHOE,Liberty Shoes Limited
1271,KHADIM,Khadim India Limited
1272,PPL,Prakash Pipes Limited
1273,VIPCLOTHNG,VIP Clothing Limited
1274,NDRAUTO,Ndr Auto Components Limited
1275,PROZONINTU,Prozone Intu Properties Limited
1276,INDOBORAX,Indo Borax & Chemicals Limited
1277,CONSOFINVT,Consolidated Finvest & Holdings Limited
1278,INDSWFTLAB,Ind-Swift Laboratories Limited
1279,ZUARIIND,ZUARI INDUSTRIES LIMITED
1280,GVKPIL,GVK Power & Infrastructure Limited
1281,SBGLP,Suratwwala Business Group Limited
1282,HIRECT,Hind Rectifiers Limited
1283,CHEMFAB,Chemfab Alkalis Limited
1284,GLOBAL,Global Education Limited
1285,ANNAPURNA,Annapurna Swadisht Limited
1286,INTLCONV,International Conveyors Limited
1287,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited
1288,ORBTEXP,Orbit Exports Limited
1289,SOUTHWEST,South West Pinnacle Exploration Limited
1290,KAMATHOTEL,Kamat Hotels (I) Limited
1291,RAJMET,Rajnandini Metal Limited
1292,RAMAPHO,Rama Phosphates Limited
1293,OMINFRAL,OM INFRA LIMITED
1294,HMVL,Hindustan Media Ventures Limited
1295,AYMSYNTEX,AYM Syntex Limited
1296,MSPL,MSP Steel & Power Limited
1297,WEALTH,Wealth First Portfolio Managers Limited
1298,UNITECH,Unitech Limited
1299,WEBELSOLAR,Websol Energy System Limited
1300,NURECA,Nureca Limited
1301,LYKALABS,Lyka Labs Limited
1302,GKWLIMITED,GKW Limited
1303,MHLXMIRU,Mahalaxmi Rubtech Limited
1304,AURUM,Aurum PropTech Limited
1305,SKYGOLD,Sky Gold Limited
1306,ALBERTDAVD,Albert David Limited
1307,SHIVAUM,Shiv Aum Steels Limited
1308,PAVNAIND,Pavna Industries Limited
1309,CINELINE,Cineline India Limited
1310,KOTARISUG,Kothari Sugars And Chemicals Limited
1311,SHEMAROO,Shemaroo Entertainment Limited
1312,SILINV,SIL Investments Limited
1313,SKP,SKP Bearing Industries Limited
1314,MMP,MMP Industries Limited
1315,EQUIPPP,Equippp Social Impact Technologies Limited
1316,MANORG,Mangalam Organics Limited
1317,CYBERTECH,Cybertech Systems And Software Limited
1318,TRIGYN,Trigyn Technologies Limited
1319,SINTERCOM,Sintercom India Limited
1320,JINDALPHOT,Jindal Photo Limited
1321,SARLAPOLY,Sarla Performance Fibers Limited
1322,RUCHIRA,Ruchira Papers Limited
1323,ESSENTIA,Integra Essentia Limited
1324,MACPOWER,Macpower CNC Machines Limited
1325,AUTOIND,Autoline Industries Limited
1326,ORIENTABRA,Orient Abrasives Limited
1327,APOLSINHOT,Apollo Sindoori Hotels Limited
1328,DYNPRO,Dynemic Products Limited
1329,CLEDUCATE,CL Educate Limited
1330,PARSVNATH,Parsvnath Developers Limited
1331,GSCLCEMENT,Gujarat Sidhee Cement Limited
1332,MIRCELECTR,MIRC Electronics Limited
1333,VISHWARAJ,Vishwaraj Sugar Industries Limited
1334,HINDMOTORS,Hindustan Motors Limited
1335,NINSYS,NINtec Systems Limited
1336,NATHBIOGEN,Nath Bio-Genes (India) Limited
1337,KNAGRI,KN Agri Resources Limited
1338,GEECEE,GeeCee Ventures Limited
1339,KCPSUGIND,KCP Sugar and Industries Corporation Limited
1340,STEL,Stel Holdings Limited
1341,PODDARMENT,Poddar Pigments Limited
1342,KOTYARK,Kotyark Industries Limited
1343,HITECHCORP,Hitech Corporation Limited
1344,EUROBOND,Euro Panel Products Limited
1345,MICEL,MIC Electronics Limited
1346,ORICONENT,Oricon Enterprises Limited
1347,20MICRONS,20 Microns Limited
1348,MWL,Mangalam Worldwide Limited
1349,MINDTECK,Mindteck (India) Limited
1350,BMETRICS,Bombay Metrics Supply Chain Limited
1351,GOKUL,Gokul Refoils and Solvent Limited
1352,SECL,Salasar Exteriors and Contour Limited
1353,DUGLOBAL,DUDIGITAL GLOBAL LIMITED
1354,WEL,Wonder Electricals Limited
1355,SUPERHOUSE,Superhouse Limited
1356,LOYALTEX,Loyal Textile Mills Limited
1357,BPL,BPL Limited
1358,BIRLAMONEY,Aditya Birla Money Limited
1359,GPTINFRA,GPT Infraprojects Limited
1360,E2E,E2E Networks Limited
1361,SHIVAMAUTO,Shivam Autotech Limited
1362,DCMNVL,DCM Nouvelle Limited
1363,MAZDA,Mazda Limited
1364,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited
1365,WINDMACHIN,Windsor Machines Limited
1366,BASML,Bannari Amman Spinning Mills Limited
1367,WALCHANNAG,Walchandnagar Industries Limited
1368,SEJALLTD,Sejal Glass Limited
1369,UCALFUEL,Ucal Fuel Systems Limited
1370,MAHEPC,Mahindra EPC Irrigation Limited
1371,V2RETAIL,V2 Retail Limited
1372,SAKUMA,Sakuma Exports Limited
1373,VERTOZ,Vertoz Advertising Limited
1374,KMSUGAR,K.M.Sugar Mills Limited
1375,ASHIMASYN,Ashima Limited
1376,UFO,UFO Moviez India Limited
1377,VIKASECO,Vikas EcoTech Limited
1378,SAKHTISUG,Sakthi Sugars Limited
1379,MAHESHWARI,Maheshwari Logistics Limited
1380,MAANALU,Maan Aluminium Limited
1381,HUBTOWN,Hubtown Limited
1382,REPL,Rudrabhishek Enterprises Limited
1383,QMSMEDI,QMS Medical Allied Services Limited
1384,MANAKSTEEL,Manaksia Steels Limited
1385,EMAMIREAL,Emami Realty Limited
1386,GENCON,Generic Engineering Construction and Projects Limited
1387,STARPAPER,Star Paper Mills Limited
1388,GUJAPOLLO,Gujarat Apollo Industries Limited
1389,JAYSREETEA,Jayshree Tea & Industries Limited
1390,NDL,Nandan Denim Limited
1391,BCONCEPTS,Brand Concepts Limited
1392,GIRRESORTS,GIR Natureview Resorts Limited
1393,SMLT,Sarthak Metals Limited
1394,TPLPLASTEH,TPL Plastech Limited
1395,TEMBO,Tembo Global Industries Limited
1396,DANGEE,Dangee Dums Limited
1397,NIPPOBATRY,Indo-National Limited
1398,ASIANHOTNR,Asian Hotels (North) Limited
1399,BRNL,Bharat Road Network Limited
1400,PPAP,PPAP Automotive Limited
1401,PASUPTAC,Pasupati Acrylon Limited
1402,FROG,Frog Cellsat Limited
1403,ASAHISONG,Asahi Songwon Colors Limited
1404,PRECOT,Precot Limited
1405,MEP,MEP Infrastructure Developers Limited
1406,VENUSREM,Venus Remedies Limited
1407,KILITCH,Kilitch Drugs (India) Limited
1408,BTML,Bodhi Tree Multimedia Limited
1409,MEGASTAR,Megastar Foods Limited
1410,DRCSYSTEMS,DRC Systems India Limited
1411,ZODIACLOTH,Zodiac Clothing Company Limited
1412,HILTON,Hilton Metal Forging Limited
1413,INDOTHAI,Indo Thai Securities Limited
1414,JITFINFRA,JITF Infralogistics Limited
1415,EROSMEDIA,Eros International Media Limited
1416,DEVIT,Dev Information Technology Limited
1417,BIL,Bhartiya International Limited
1418,EIMCOELECO,Eimco Elecon (India) Limited
1419,ANMOL,Anmol India Limited
1420,COASTCORP,Coastal Corporation Limited
1421,RAJTV,Raj Television Network Limited
1422,KORE,Jay Jalaram Technologies Limited
1423,RELCAPITAL,Reliance Capital Limited
1424,MGEL,Mangalam Global Enterprise Limited
1425,FOCE,Foce India Limited
1426,INDTERRAIN,Indian Terrain Fashions Limited
1427,TAKE,Take Solutions Limited
1428,TOTAL,Total Transport Systems Limited
1429,ACCURACY,Accuracy Shipping Limited
1430,AVG,AVG Logistics Limited
1431,HARRMALAYA,Harrisons  Malayalam Limited
1432,SHREYANIND,Shreyans Industries Limited
1433,LOKESHMACH,Lokesh Machines Limited
1434,LGBFORGE,LGB Forge Limited
1435,SYSTANGO,Systango Technologies Limited
1436,SIGMA,Sigma Solve Limited
1437,MARALOVER,Maral Overseas Limited
1438,ABAN,Aban Offshore Limited
1439,BAFNAPH,Bafna Pharmaceuticals Limited
1440,BEDMUTHA,Bedmutha Industries Limited
1441,SIMPLEXINF,Simplex Infrastructures Limited
1442,ARIES,Aries Agro Limited
1443,DTIL,Dhunseri Tea & Industries Limited
1444,KRITINUT,Kriti Nutrients Limited
1445,IVC,IL&FS Investment Managers Limited
1446,IITL,Industrial Investment Trust Limited
1447,SWASTIK,Swastik Pipe Limited
1448,AARON,Aaron Industries Limited
1449,VITAL,Vital Chemtech Limited
1450,BEWLTD,BEW Engineering Limited
1451,NILAINFRA,Nila Infrastructures Limited
1452,INDOTECH,Indo Tech Transformers Limited
1453,PVP,PVP Ventures Limited
1454,AHLEAST,Asian Hotels (East) Limited
1455,SAH,Sah Polymers Limited
1456,TIPSFILMS,Tips Films Limited
1457,PHANTOMFX,Phantom Digital Effects Limited
1458,DUCOL,Ducol Organics And Colours Limited
1459,KANPRPLA,Kanpur Plastipack Limited
1460,VINNY,Vinny Overseas Limited
1461,MCLEODRUSS,Mcleod Russel India Limited
1462,TRF,TRF Limited
1463,ALLETEC,All E Technologies Limited
1464,MANOMAY,Manomay Tex India Limited
1465,INSPIRISYS,Inspirisys Solutions Limited
1466,AIRAN,Airan Limited
1467,MODISONLTD,MODISON LIMITED
1468,MURUDCERA,Murudeshwar Ceramics Limited
1469,TIRUPATI,Shree Tirupati Balajee FIBC Limited
1470,PAR,Par Drugs And Chemicals Limited
1471,SGIL,Synergy Green Industries Limited
1472,SPLIL,SPL Industries Limited
1473,GEEKAYWIRE,Geekay Wires Limited
1474,PALREDTEC,Palred Technologies Limited
1475,ESSARSHPNG,Essar Shipping Limited
1476,SIL,Standard Industries Limited
1477,PRITI,Priti International Limited
1478,AKSHARCHEM,AksharChem India Limited
1479,RAMANEWS,Shree Rama Newsprint Limited
1480,RUCHINFRA,Ruchi Infrastructure Limited
1481,ALANKIT,Alankit Limited
1482,MEGASOFT,Megasoft Limited
1483,IZMO,IZMO Limited
1484,GULFPETRO,GP Petroleums Limited
1485,TOUCHWOOD,Touchwood Entertainment Limited
1486,SARVESHWAR,Sarveshwar Foods Limited
1487,TARMAT,Tarmat Limited
1488,RPPL,Rajshree Polypack Limited
1489,IEL,Indiabulls Enterprises Limited
1490,BHARATGEAR,Bharat Gears Limited
1491,GOLDTECH,Goldstone Technologies Limited
1492,MBLINFRA,MBL Infrastructure Limited
1493,PROPEQUITY,P. E. Analytics Limited
1494,EMKAY,Emkay Global Financial Services Limited
1495,IL&FSENGG,IL&FS Engineering and Construction Company Limited
1496,BSL,BSL Limited
1497,UNITEDPOLY,United Polyfab Gujarat Limited
1498,PASHUPATI,Pashupati Cotspin Limited
1499,SHIVATEX,Shiva Texyarn Limited
1500,MANGALAM,Mangalam Drugs And Organics Limited
1501,KRISHNADEF,Krishna Defence and Allied Industries Limited
1502,PREMIERPOL,Premier Polyfilm Limited
1503,SMSLIFE,SMS Lifesciences India Limited
1504,GOLDSTAR,Goldstar Power Limited
1505,BROOKS,Brooks Laboratories Limited
1506,VAISHALI,Vaishali Pharma Limited
1507,ALMONDZ,Almondz Global Securities Limited
1508,3RDROCK,3rd Rock Multimedia Limited
1509,PRESSMN,Pressman Advertising Limited
1510,AARVI,Aarvi Encon Limited
1511,AKSHAR,Akshar Spintex Limited
1512,LATTEYS,Latteys Industries Limited
1513,VISESHINFO,Visesh Infotecnics Limited
1514,BHAGYANGR,Bhagyanagar India Limited
1515,TTL,T T Limited
1516,SADBHAV,Sadbhav Engineering Limited
1517,COMPUSOFT,Compucom Software Limited
1518,KAKATCEM,Kakatiya Cement Sugar & Industries Limited
1519,RPPINFRA,R.P.P. Infra Projects Limited
1520,SVLL,Shree Vasu Logistics Limited
1521,SMARTLINK,Smartlink Holdings Limited
1522,ASPINWALL,Aspinwall and Company Limited
1523,LAMBODHARA,Lambodhara Textiles Limited
1524,DJML,DJ Mediaprint & Logistics Limited
1525,TIL,TIL Limited
1526,ELGIRUBCO,Elgi Rubber Company Limited
1527,JAINAM,Jainam Ferro Alloys (I) Limited
1528,WORTH,Worth Peripherals Limited
1529,ISFT,Intrasoft Technologies Limited
1530,GINNIFILA,Ginni Filaments Limited
1531,PILITA,PIL ITALICA LIFESTYLE LIMITED
1532,SOFTTECH,Softtech Engineers Limited
1533,DUCON,Ducon Infratechnologies Limited
1534,VETO,Veto Switchgears And Cables Limited
1535,RANEENGINE,Rane Engine Valve Limited
1536,AVONMORE,Avonmore Capital & Management Services Limited
1537,KBCGLOBAL,KBC Global Limited
1538,PANSARI,Pansari Developers Limited
1539,MODIRUBBER,Modi Rubber Limited
1540,INVENTURE,Inventure Growth & Securities Limited
1541,KAPSTON,Kapston Services Limited
1542,AKSHOPTFBR,Aksh Optifibre Limited
1543,JMA,Jullundur Motor Agency (Delhi) Limited
1544,EMMBI,Emmbi Industries Limited
1545,NITCO,Nitco Limited
1546,IRIS,Iris Business Services Limited
1547,SHERA,Shera Energy Limited
1548,DRSDILIP,DRS Dilip Roadlines Limited
1549,UNITEDTEA,The United Nilgiri Tea Estates Company Limited
1550,JOCIL,Jocil Limited
1551,MANAKALUCO,Manaksia Aluminium Company Limited
1552,VIPULLTD,Vipul Limited
1553,SIKKO,Sikko Industries Limited
1554,GILLANDERS,Gillanders Arbuthnot & Company Limited
1555,SVPGLOB,SVP GLOBAL TEXTILES LIMITED
1556,VISASTEEL,Visa Steel Limited
1557,DCM,DCM  Limited
1558,INTENTECH,Intense Technologies Limited
1559,TEXMOPIPES,Texmo Pipes and Products Limited
1560,WEIZMANIND,Weizmann Limited
1561,BYKE,The Byke Hospitality Ltd
1562,RAJSREESUG,Rajshree Sugars & Chemicals Limited
1563,ZODIAC,Zodiac Energy Limited
1564,ARSHIYA,Arshiya Limited
1565,UMANGDAIRY,Umang Dairies Limited
1566,LOVABLE,Lovable Lingerie Limited
1567,HOMESFY,Homesfy Realty Limited
1568,ALPHAGEO,Alphageo (India) Limited
1569,NDGL,Naga Dhunseri Group Limited
1570,PRAXIS,Praxis Home Retail Limited
1571,ARTNIRMAN,Art Nirman Limited
1572,SHIGAN,Shigan Quantum Technologies Limited
1573,NOIDATOLL,Noida Toll Bridge Company Limited
1574,UMAEXPORTS,Uma Exports Limited
1575,VELS,Vels Film International Limited
1576,ATLANTA,Atlanta  Limited
1577,MOTOGENFIN,The Motor & General Finance Limited
1578,AVROIND,AVRO INDIA LIMITED
1579,SALONA,Salona Cotspin Limited
1580,INDIANCARD,Indian Card Clothing Company Limited
1581,SPTL,Sintex Plastics Technology Limited
1582,PRITIKAUTO,Pritika Auto Industries Limited
1583,URAVI,Uravi T and Wedge Lamps Limited
1584,IVP,IVP Limited
1585,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
1586,SOMATEX,Soma Textiles & Industries Limited
1587,LEXUS,Lexus Granito (India) Limited
1588,WANBURY,Wanbury Limited
1589,LOTUSEYE,Lotus Eye Hospital and Institute Limited
1590,KREBSBIO,Krebs Biochemicals and Industries Limited
1591,RNAVAL,Reliance Naval and Engineering Limited
1592,WSI,W S Industries (I) Limited
1593,RHFL,Reliance Home Finance Limited
1594,HDIL,Housing Development and Infrastructure Limited
1595,DCI,Dc Infotech And Communication Limited
1596,RVHL,Ravinder Heights Limited
1597,XELPMOC,Xelpmoc Design And Tech Limited
1598,RKEC,RKEC Projects Limited
1599,RELCHEMQ,Reliance Chemotex Industries Limited
1600,DIL,Debock Industries Limited
1601,ATALREAL,Atal Realtech Limited
1602,KOHINOOR,Kohinoor Foods Limited
1603,SALSTEEL,S.A.L. Steel Limited
1604,A2ZINFRA,A2Z Infra Engineering Limited
1605,TARACHAND,Tara Chand InfraLogistic Solutions Limited
1606,INDOWIND,Indowind Energy Limited
1607,BLBLIMITED,BLB Limited
1608,FRETAIL,Future Retail Limited
1609,ROML,Raj Oil Mills Limited
1610,SURANAT&P,Surana Telecom and Power Limited
1611,ALPA,Alpa Laboratories Limited
1612,SUNDRMBRAK,Sundaram Brake Linings Limited
1613,PARIN,Parin Furniture Limited
1614,NILASPACES,Nila Spaces Limited
1615,AHLADA,Ahlada Engineers Limited
1616,MAGNUM,Magnum Ventures Limited
1617,REMSONSIND,Remsons Industries Limited
1618,STARTECK,Starteck Finance Limited
1619,BOHRAIND,Bohra Industries Limited
1620,COMPINFO,Compuage Infocom Limited
1621,CORALFINAC,Coral India Finance & Housing Limited
1622,MRO-TEK,MRO-TEK Realty Limited
1623,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
1624,ZEELEARN,Zee Learn Limited
1625,SADBHIN,Sadbhav Infrastructure Project Limited
1626,BALPHARMA,Bal Pharma Limited
1627,NIRAJ,Niraj Cement Structurals Limited
1628,GSTL,Globesecure Technologies Limited
1629,OBCL,Orissa Bengal Carrier Limited
1630,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
1631,ARCHIDPLY,Archidply Industries Limited
1632,JHS,JHS Svendgaard Laboratories Limited
1633,SITINET,Siti Networks Limited
1634,MUKTAARTS,Mukta Arts Limited
1635,CMNL,Chaman Metallics Limited
1636,GAYAPROJ,Gayatri Projects Limited
1637,AKG,Akg Exim Limited
1638,FCONSUMER,Future Consumer Limited
1639,PALASHSECU,Palash Securities Limited
1640,CCHHL,Country Club Hospitality & Holidays Limited
1641,SIGIND,Signet Industries Limited
1642,AIROLAM,Airo Lam limited
1643,WELINV,Welspun Investments and Commercials Limited
1644,LEMERITE,Le Merite Exports Limited
1645,CTE,Cambridge Technology Enterprises Limited
1646,UNIVASTU,Univastu India Limited
1647,SUNDARAM,Sundaram Multi Pap Limited
1648,MANAKCOAT,Manaksia Coated Metals & Industries Limited
1649,ARVEE,Arvee Laboratories (India) Limited
1650,SECURCRED,SecUR Credentials Limited
1651,ASTRON,Astron Paper & Board Mill Limited
1652,FLFL,Future Lifestyle Fashions Limited
1653,STEELCITY,Steel City Securities Limited
1654,LLOYDS,Lloyds Luxuries Limited
1655,GANGESSECU,Ganges Securities Limited
1656,INDBANK,Indbank Merchant Banking Services Limited
1657,SUMIT,Sumit Woods Limited
1658,FIBERWEB,Fiberweb (India) Limited
1659,ALKALI,Alkali Metals Limited
1660,LASA,Lasa Supergenerics Limited
1661,JAIPURKURT,Nandani Creation Limited
1662,MHHL,Mohini Health & Hygiene Limited
1663,BAHETI,Baheti Recycling Industries Limited
1664,DGCONTENT,Digicontent Limited
1665,VMARCIND,V Marc India Limited
1666,PKTEA,The Peria Karamalai Tea & Produce Company Limited
1667,DAMODARIND,Damodar Industries Limited
1668,NECCLTD,North Eastern Carrying Corporation Limited
1669,CAPTRUST,Capital Trust Limited
1670,MITCON,MITCON Consultancy & Engineering Services Limited
1671,TIRUPATIFL,Tirupati Forge Limited
1672,IL&FSTRANS,IL&FS Transportation Networks Limited
1673,SRPL,Shree Ram Proteins Limited
1674,SURYALAXMI,Suryalakshmi Cotton Mills Limited
1675,CEREBRAINT,Cerebra Integrated Technologies Limited
1676,KSHITIJPOL,Kshitij Polyline Limited
1677,LAGNAM,Lagnam Spintex Limited
1678,ANLON,Anlon Technology Solutions Limited
1679,AMJLAND,Amj Land Holdings Limited
1680,BINANIIND,Binani Industries Limited
1681,PROLIFE,Prolife Industries Limited
1682,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
1683,SHAHALLOYS,Shah Alloys Limited
1684,AMDIND,AMD Industries Limited
1685,OMAXAUTO,Omax Autos Limited
1686,TOKYOPLAST,Tokyo Plast International Limited
1687,GROBTEA,The Grob Tea Company Limited
1688,ANIKINDS,Anik Industries Limited
1689,SURANASOL,Surana Solar Limited
1690,FIDEL,Fidel Softech Limited
1691,MAHASTEEL,Mahamaya Steel Industries Limited
1692,AURDIS,Aurangabad Distillery Limited
1693,SIMBHALS,Simbhaoli Sugars Limited
1694,GAL,Gyscoal Alloys Limited
1695,GICL,Globe International Carriers Limited
1696,KALYANIFRG,Kalyani Forge Limited
1697,HINDCON,Hindcon Chemicals Limited
1698,CORDSCABLE,Cords Cable Industries Limited
1699,YAARI,Yaari Digital Integrated Services Limited
1700,SONAMCLOCK,Sonam Clock Limited
1701,MAHICKRA,Mahickra Chemicals Limited
1702,HPIL,Hindprakash Industries Limited
1703,LPDC,Landmark Property Development Company Limited
1704,DBSTOCKBRO,DB (International) Stock Brokers Limited
1705,AUSOMENT,Ausom Enterprise Limited
1706,BALLARPUR,Ballarpur Industries Limited
1707,AVSL,AVSL Industries Limited
1708,SPMLINFRA,SPML Infra Limited
1709,BANKA,Banka BioLoo Limited
1710,GOLDENTOBC,Golden Tobacco Limited
1711,GTL,GTL Limited
1712,ENERGYDEV,Energy Development Company Limited
1713,PANACHE,Panache Digilife Limited
1714,PIGL,Power & Instrumentation (Gujarat) Limited
1715,DELTAMAGNT,Delta Manufacturing Limited
1716,SHRADHA,Shradha Infraprojects Limited
1717,PIONEEREMB,Pioneer Embroideries Limited
1718,GLOBALVECT,Global Vectra Helicorp Limited
1719,BAGFILMS,B.A.G Films and Media Limited
1720,WIPL,The Western India Plywoods Limited
1721,NITIRAJ,Nitiraj Engineers Limited
1722,BEARDSELL,Beardsell Limited
1723,KRITIKA,Kritika Wires Limited
1724,PATINTLOG,Patel Integrated Logistics Limited
1725,SETCO,Setco Automotive Limited
1726,PRAENG,Prajay Engineers Syndicate Limited
1727,ELECTHERM,Electrotherm (India) Limited
1728,UCL,Ushanti Colour Chem Limited
1729,PRAKASHSTL,Prakash Steelage Limited
1730,CINEVISTA,Cinevista Limited
1731,SUULD,Suumaya Industries Limited
1732,FLEXITUFF,Flexituff Ventures International Limited
1733,MDL,Marvel Decor Limited
1734,HISARMETAL,Hisar Metal Industries Limited
1735,SUVIDHAA,Suvidhaa Infoserve Limited
1736,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
1737,MARSHALL,Marshall Machines Limited
1738,ARIHANTACA,Arihant Academy Limited
1739,CELEBRITY,Celebrity Fashions Limited
1740,VIAZ,Viaz Tyres Limited
1741,DHRUV,Dhruv Consultancy Services Limited
1742,CENTEXT,Century Extrusions Limited
1743,DOLLEX,Dollex Agrotech Limited
1744,BHANDARI,Bhandari Hosiery Exports Limited
1745,TREJHARA,TREJHARA SOLUTIONS LIMITED
1746,FELIX,Felix Industries Limited
1747,NGIL,Nakoda Group of Industries Limited
1748,SUPREMEINF,Supreme Infrastructure India Limited
1749,AGROPHOS,Agro Phos India Limited
1750,MCL,Madhav Copper Limited
1751,OILCOUNTUB,Oil Country Tubular Limited
1752,UMA,Uma Converter Limited
1753,MORARJEE,Morarjee Textiles Limited
1754,SRIVASAVI,Srivasavi Adhesive Tapes Limited
1755,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
1756,AAKASH,Aakash Exploration Services Limited
1757,VASWANI,Vaswani Industries Limited
1758,KANANIIND,Kanani Industries Limited
1759,ARCHIES,Archies Limited
1760,SHIVAMILLS,Shiva Mills Limited
1761,IPSL,Integrated Personnel Services Limited
1762,TREEHOUSE,Tree House Education & Accessories Limited
1763,BDR,BDR Buildcon Limited
1764,VERTEXPLUS,Vertexplus Technologies Limited
1765,KEYFINSERV,Keynote Financial Services Limited
1766,KHFM,Khfm Hospitality And Facility Management Services Limited
1767,AROGRANITE,Aro Granite Industries Limited
1768,SEYAIND,Seya Industries Limited
1769,GIRIRAJ,Giriraj Civil Developers Limited
1770,RSSOFTWARE,R. S. Software (India) Limited
1771,ORIENTLTD,Orient Press Limited
1772,EXCEL,Excel Realty N Infra Limited
1773,RELIABLE,Reliable Data Services Limited
1774,AAATECH,AAA Technologies Limited
1775,AGRITECH,Agri-Tech (India) Limited
1776,LGHL,Laxmi Goldorna House Limited
1777,SHRENIK,Shrenik Limited
1778,ANKITMETAL,Ankit Metal & Power Limited
1779,JETFREIGHT,Jet Freight Logistics Limited
1780,VARDMNPOLY,Vardhman Polytex Limited
1781,NIRMAN,Nirman Agri Gentics Limited
1782,SHREERAMA,Shree Rama Multi-Tech Limited
1783,SIDDHIKA,Siddhika Coatings Limited
1784,BVCL,Barak Valley Cements Limited
1785,KKVAPOW,KKV Agro Powers Limited
1786,HOVS,HOV Services Limited
1787,AMBANIORG,Ambani Organics Limited
1788,FSC,Future Supply Chain Solutions Limited
1789,ABMINTLLTD,ABM International Limited
1790,SEPOWER,S.E. Power Limited
1791,BANARBEADS,Banaras Beads Limited
1792,REGENCERAM,Regency Ceramics Limited
1793,PODDARHOUS,Poddar Housing and Development Limited
1794,PENTAGOLD,Penta Gold Limited
1795,PARTYCRUS,Party Cruisers Limited
1796,SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
1797,MALUPAPER,Malu Paper Mills Limited
1798,MOKSH,Moksh Ornaments Limited
1799,PULZ,Pulz Electronics Limited
1800,RBMINFRA,Rbm Infracon Limited
1801,ZENITHSTL,Zenith Steel Pipes & Industries Limited
1802,NIDAN,Nidan Laboratories and Healthcare Limited
1803,SAMBHAAV,Sambhaav Media Limited
1804,UWCSL,Ultra Wiring Connectivity System Limited
1805,BANG,Bang Overseas Limited
1806,MRO,M.R. Organisation Limited
1807,MINDPOOL,Mindpool Technologies Limited
1808,TAPIFRUIT,Tapi Fruit Processing Limited
1809,ABCOTS,A B Cotspin India Limited
1810,PNC,Pritish Nandy Communications Limited
1811,SURANI,Surani Steel Tubes Limited
1812,PRECISION,Precision Metaliks Limited
1813,TIMESGTY,Times Guaranty Limited
1814,MANUGRAPH,Manugraph India Limited
1815,ZENITHEXPO,Zenith Exports Limited
1816,AARVEEDEN,Aarvee Denims & Exports Limited
1817,SOMICONVEY,Somi Conveyor Beltings Limited
1818,DKEGL,D.K. Enterprises Global Limited
1819,ARHAM,Arham Technologies Limited
1820,TIMESCAN,Timescan Logistics (India) Limited
1821,SGL,STL Global Limited
1822,WEWIN,WE WIN LIMITED
1823,CMRSL,Cyber Media Research & Services Limited
1824,SONUINFRA,Sonu Infratech Limited
1825,VIVIANA,Viviana Power Tech Limited
1826,AKASH,Akash Infra-Projects Limited
1827,INDSWFTLTD,Ind-Swift Limited
1828,KARMAENG,Karma Energy Limited
1829,NAGREEKEXP,Nagreeka Exports Limited
1830,BURNPUR,Burnpur Cement Limited
1831,NIBL,NRB Industrial Bearings Limited
1832,CUBEXTUB,Cubex Tubings Limited
1833,AISL,ANI Integrated Services Limited
1834,SHAIVAL,Shaival Reality Limited
1835,VINEETLAB,Vineet Laboratories Limited
1836,ARISTO,Aristo Bio-Tech And Lifescience Limited
1837,TERASOFT,Tera Software Limited
1838,CROWN,Crown Lifters Limited
1839,JFLLIFE,Jfl Life Sciences Limited
1840,GLOBE,Globe Textiles (India) Limited
1841,3PLAND,3P Land Holdings Limited
1842,VERA,Vera Synthetic Limited
1843,MILTON,Milton Industries Limited
1844,ADROITINFO,Adroit Infotech Limited
1845,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
1846,AGNI,Agni Green Power Limited
1847,LFIC,Lakshmi Finance & Industrial Corporation Limited
1848,VSCL,Vadivarhe Speciality Chemicals Limited
1849,MADHAV,Madhav Marbles and Granites Limited
1850,UJAAS,Ujaas Energy Limited
1851,SUPERSPIN,Super Spinning Mills Limited
1852,RKDL,Ravi Kumar Distilleries Limited
1853,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
1854,ACEINTEG,Ace Integrated Solutions Limited
1855,OMFURN,Omfurn India Limited
1856,SWARAJ,Swaraj Suiting Limited
1857,AJOONI,Ajooni Biotech Limited
